name,ra_deg,dec_deg,distance_mpc,method,status,inside_nominal_11mpc,exposure
UGC12894,0.09375,39.495555555555555,8.47,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
PGC051659,217.01541666666665,-46.30166666666666,3.58,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Centaurus A-dE5,217.52083333333331,-33.47916666666667,9.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO222-010,218.7625,-49.42166666666667,5.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO194,218.8525,57.25666666666667,8.02,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MRK0475,219.7725,36.80611111111111,9.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1441-62,220.42791666666668,-62.76722222222222,6.02,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO272-025,220.85625000000002,-44.70527777777778,5.88,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO273-014,224.62625,-47.698611111111106,9.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO223-009,225.2854166666667,-48.2925,6.49,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC09660,225.28875000000002,44.698055555555555,7.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UMin,227.29708333333335,67.21444444444445,0.06,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO274-001,228.55624999999998,-46.8125,3.09,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1526-51,231.59541666666667,-51.17527777777777,5.68,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC09992,235.44916666666668,67.25416666666666,7.3,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKR25,243.4483333333333,54.37111111111111,1.86,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO137-018,245.24708333333334,-60.487500000000004,6.4,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Hercules,247.7583333333333,12.791666666666666,0.15,HB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG235,255.10541666666668,70.28999999999999,10.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Draco,260.0058333333333,57.909444444444446,0.08,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Milky Way,266.4166666666667,-29.00777777777778,0.01,geom,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC4662,266.77625000000006,-64.64027777777778,2.44,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC6503,267.36499999999995,70.14472222222223,5.27,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC4710,277.1583333333333,-66.98222222222222,7.94,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC6684,282.24125000000004,-65.17333333333333,8.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Sag dSph,283.7629166666667,-30.47833333333333,0.02,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO104-022,283.9216666666667,-64.81083333333333,6.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 70,286.74541666666664,-63.965833333333336,8.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC11411,287.17625,70.28388888888888,4.73,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 71,287.1833333333333,-63.731388888888894,8.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC6744,287.44124999999997,-63.85777777777778,8.3,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO104-044,287.84625,-64.21916666666667,8.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 72,288.09541666666667,-63.85611111111111,8.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC6789,289.1741666666667,63.97277777777778,3.63,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Sag dIr,292.4958333333334,-17.678055555555556,1.04,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC4870,294.4066666666667,-65.81194444444444,7.3,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC6822,296.2404166666667,-14.803055555555556,0.5,Cep,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1952+1428,298.0491666666667,14.473333333333333,7.13,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK246,300.9891666666667,-31.68166666666667,7.83,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC4951,302.38249999999994,-61.85055555555556,9.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC11583,307.56374999999997,60.44027777777777,5.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK251,307.6333333333333,60.353611111111114,5.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK252,307.8858333333333,60.81333333333333,5.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC6946,308.7129166666667,60.15416666666667,5.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKR55,311.33666666666664,60.41111111111111,5.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO210,311.7158333333333,-12.848055555555556,0.94,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKR56,312.10041666666666,58.61833333333333,5.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Cepheus1,312.79041666666666,56.89,6.0,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC5052,313.02583333333337,-69.2038888888889,6.03,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKR59,315.85083333333336,57.28722222222222,5.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKR60,316.4708333333333,57.20527777777778,5.9,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Segue 3,320.3791666666667,19.11722222222222,0.02,CMD,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC7090,324.1191666666667,-54.55722222222222,6.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC5152,330.6745833333334,-51.29527777777778,1.97,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC5201,335.2391666666666,-46.034166666666664,8.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO238-005,335.62541666666664,-48.405,7.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AM2220-460,335.9291666666667,-45.882222222222225,8.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
And XXVIII,338.1716666666667,31.21611111111111,0.65,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK258,340.18291666666664,-30.799722222222226,2.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Tucana,340.45416666666665,-64.42,0.88,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
PiscesII,344.62916666666666,5.952500000000001,0.18,HB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC7462,345.6966666666667,-40.835,10.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ApplesI,348.76374999999996,-42.53944444444444,8.32,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC7640,350.52750000000003,40.845555555555556,7.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC12588,351.1766666666666,41.34805555555556,7.9,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA438,351.6145833333333,-32.39055555555556,2.18,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Cas dSph,351.6325,50.675555555555555,0.79,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO347-017,351.73375,-37.346944444444446,7.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Pegasus,352.1420833333333,14.746666666666666,0.76,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO217,352.4945833333333,40.99027777777778,9.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC5332,353.6145833333333,-36.10166666666667,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J2335-3713,353.7670833333333,-37.220555555555556,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC7713,354.0625,-37.93888888888888,7.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC12713,354.5604166666667,30.709166666666665,12.2,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA442,355.94166666666666,-31.959166666666665,4.27,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH98,356.39166666666665,38.717777777777776,2.45,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO348-009,357.34749999999997,-37.77361111111111,11.5,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Peg dSph,357.9433333333333,24.58611111111111,0.82,RR,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO149-003,358.01166666666666,-52.5775,5.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
And XXI,358.69874999999996,42.47083333333334,0.86,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC7793,359.4558333333333,-32.59,3.91,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
And XXIX,359.7316666666666,30.755555555555556,0.73,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
